Link,Brand,Model,Laptop Series,Part No,Processor Brand,Processor Type,Processor Model,Processor Core,RAM,RAM Type,HDD RPM,Installed SSD Type,Graphics Chipset,Graphics Memory Accessibility,Graphics Memory,Display Size (Inch),Display Type,Display Resolution,Touch Screen,Optical Drive,HDMI Port,LAN,Finger Print Sensor,Operating System,Color,Weight (Kg),Power Adapter,Warranty,Country Of Origin
https://www.ryans.com/asus-vivobook-15-x1500ea-intel-core-i3-1115g4-8gb-ram-1tb-hdd-plus-256gb-ssd-15.6-inch-fhd-display-indie-black-laptop,Asus,Asus VivoBook 15 X1500EA,VivoBook,BQ2456WN-X1500EA,Intel,Not Found,Core i3 1115G4,2,8GB,DDR4,5400 RPM,NVMe PCIe,Intel UHD Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Indie Black,1.80 kg,45W,2 Year,Taiwan
https://www.ryans.com/asus-vivobook-15-k513ea-intel-core-i3-1115g4-15.6-inch-fhd-oled-display-hearty-gold-laptop,Asus,Asus VivoBook 15 K513EA,VivoBook,L13489W-K513EA,Intel,Not Found,Core i3 1115G4,2,4GB,DDR4,No HDD,NVMe PCIe,Intel UHD Graphics,Integrated,Shared,15.6,FHD OLED Display,1920x1080,No,No,1,No,Yes,Win-11 Home,Hearty Gold,1.80 kg,65W AC Adapter,2 Year,Taiwan
https://www.ryans.com/lenovo-ideapad-slim-3i-15iru8-intel-core-i3-1305u-8gb-ram-256gb-ssd-15.6-inch-fhd-antiglare-display-abyss-blue-laptop,Lenovo,Lenovo IdeaPad Slim 3i 15IRU8,IdeaPad,82X7003PLK,Intel,Not Found,Core i3 1305U,5,8GB,DDR5,No HDD,NVMe PCIe,Intel UHD Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Abyss Blue,1.62 kg,65W,2 Year,China
https://www.ryans.com/hp-15s-fq5786tu-intel-core-i3-1215u15.6-inch-fhd-display-silver-laptop,HP,HP 15s-fq5786TU,15s,681P9PA,Intel,Not Found,Core i3 1215U,6,8GB,DDR4,No HDD,NVMe PCIe,Intel UHD Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Silver,Not Found,45W,2 Year,USA
https://www.ryans.com/asus-vivobook-15-x1502za-intel-core-i3-1215u-15.6-inch-fhd-display-terra-cotta-laptop,Asus,Asus VivoBook 15 X1502ZA,VivoBook,X1502ZA-EJ675W,Intel,Not Found,Core i3 1215U,6,4GB,DDR4,No HDD,NVMe PCIe,Intel UHD Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Terra Cotta,1.70 kg,45W,2 Year,Taiwan
https://www.ryans.com/asus-vivobook-s15-s513ea-intel-core-i3-1115g4-8gb-ram-512gb-ssd-15.6-inch-fhd-oled-display-indie-black-laptop,Asus,Asus VivoBook S15 S513EA,VivoBook,S513EA-L13199WN,Intel,Not Found,Core i3 1115G4,2,8GB,DDR4,No HDD,NVMe PCIe,Intel UHD Graphics,Integrated,Shared,15.6,FHD OLED Display,1920x1080,No,No,1,No,Yes,Win-11 Home,Indie Black,1.80 kg,65W,2 Year,Taiwan
https://www.ryans.com/asus-vivobook-15-x1504va-intel-core-i3-1315u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-quiet-blue-laptop,Asus,ASUS Vivobook 15 X1504VA,Vivobook,X1504VA-NJ260WN,Intel,Not Found,Core i3 1315U,6,8GB,DDR4,No HDD,NVMe PCIe,Intel UHD Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,Yes,Win-11 Home,Quiet Blue,1.70 kg,45W,2 Year,Taiwan
https://www.ryans.com/dell-latitude-3430-intel-core-i3-1215u-8gb-ddr4-512gb-ssd-14-inch-fhd-display-black-laptop,Dell,Dell Latitude 3430,Latitude,Not Found,Intel,Not Found,Core i3 1215U,6,8GB,DDR4,No HDD,NVMe PCIe,Intel UHD Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,No,1,Yes,No,Free-Dos,Black,1.53 kg,65W,3 Year,USA
https://www.ryans.com/dell-inspiron-15-3530-13th-gen-intel-core-i3-1305u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-carbon-black-laptop,Dell,Dell Inspiron 15 3530,Inspiron,IN3530V84RM001OGDDD,Intel,Not Found,Core i3 1305U,5,8GB,DDR4,No HDD,NVMe PCIe,Intel(R) UHD Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Carbon Black,1.62 kg,Not Found,2 Year,USA
https://www.ryans.com/hp-240-g8-intel-1135g7-14-inch-fhd-display-ash-laptop,HP,HP 240 G8,ProBook,5C135PA,Intel,Not Found,Core i5 1135G7,4,8GB,DDR4,5400RPM,No,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Ash,1.47 kg,45W,3 Year,USA
https://www.ryans.com/asus-x515ea-slate-grey-laptop,Asus,Asus X515EA,Vivobook,BQ2312W-X515EA,Intel,Not Found,Core i5 1135G7,4,4GB,DDR4,5400 RPM,No SSD,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD,1920x1080,No,No,1,No,Yes,Win-11 Home,Slate Grey,1.80Kg,45W Adapter,2 Year,Taiwan
https://www.ryans.com/dell-latitude-3530-intel-core-i3-1215u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-black-laptop,Dell,Dell Latitude 3530,Latitude,Not Found,Intel,Not Found,Core i3 1215U,6,8GB,DDR4,No HDD,NVMe PCle,Intel UHD Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,Yes,No,1,Yes,Yes,Free-Dos,Black,1.79 kg,65W,3 Year,USA
https://www.ryans.com/lenovo-ideapad-slim-3i-14iru8-intel-core-i3-1305u-14-inch-fhd-ips-display-arctic-grey-laptop,Lenovo,Lenovo IdeaPad Slim 3i 14IRU8,IdeaPad,82X60022LK,Intel,Not Found,Core i3 1305U,5,8GB,DDR5,No HDD,NVMe PCIe,Intel UHD Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Arctic Grey,1.37 kg,65W,2 Year,China
https://www.ryans.com/lenovo-ideapad-slim-3-15abr8-amd-ryzen-5-7530u-15.6-inch-fhd-antiglare-ips-display-arctic-grey-laptop,Lenovo,Lenovo IdeaPad Slim 3 15ABR8,IdeaPad,82XM007VLK,AMD,Not Found,Ryzen 5 7530U,6,8GB,DDR4,No HDD,NVMe PCIe,AMD Radeon Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,Yes,Win-11 Home,Arctic Grey,1.62 Kg,65W,2 Year,China
https://www.ryans.com/lenovo-ideapad-slim-3i-15iah8-core-i5-12450h-8gb-ram-512gb-ssd-15.6-inch-fhd-display-abyss-blue-laptop,Lenovo,Lenovo IdeaPad Slim 3i 15IAH8,IdeaPad,83ER00CXLK,Intel,Not Found,Core i5 12450H,8,8GB,DDR5,No HDD,NVMe PCIe,Intel UHD Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Free-Dos,Abyss Blue,1.62 kg,65W,2 Year,China
https://www.ryans.com/lenovo-ideapad-slim-3i-14iah8-intel-core-i5-12450h-8gb-ddr5-ram-512gb-ssd-14-inch-fhd-display-arctic-grey-laptop,Lenovo,Lenovo IdeaPad Slim 3i 14IAH8,IdeaPad,83EQ004JLK,Intel,Not Found,Core i5 12450H,8,8GB,DDR5,No HDD,NVMe PCIe,Intel UHD Graphics,Intel UHD Graphics,Shared,14,FHD LED Display,1920x1080,No,No,1,No,No,Free-Dos,Arctic Grey,1.37 kg,65W,2 Year,China
https://www.ryans.com/asus-vivobook-go-15-e1504fa-amd-ryzen-5-7520u-15.6-inch-fhd-led-display-mixed-black-laptop,Asus,Asus VivoBook Go 15 E1504FA,VivoBook,E1504FA-BQ372W,AMD,Not Found,Ryzen 5 7520U,4,16GB,LPDDR5,No HDD,NVMe PCIe,AMD Radeon Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Mixed Black,1.63 Kg (With Battery),45W,2 Year,Taiwan
https://www.ryans.com/msi-modern-15-b7m-amd-ryzen-5-7530u-8gb-ram-512gb-ssd-15.6-inch-fhd-ips-display-classic-black-laptop-with-msi-backpack,MSI,MSI Modern 15 B7M,Modern,9S7-15HK12-069,AMD,Not Found,Ryzen 5 7530U,6,8GB,DDR4,No HDD,NVMe PCIe,AMD Radeon Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Classic Black,1.75 kg,65W,2 Year,Taiwan
https://www.ryans.com/hp-15s-eq3619au-amd-ryzen-5-5625u-15.6-inch-fhd-display-spruce-blue-laptop,HP,HP 15s-eq3619AU,15s,7K1K5PA,AMD,Not Found,Ryzen 5 5625U,6,8GB,DDR4,No HDD,NVMe PCIe,AMD Radeon Graphics,Integrated,Shared,15.6,FHD IPS LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Spruce Blue,1.70 kg,45W,2 Year,USA
https://www.ryans.com/lenovo-ideapad-slim-3-15amn8-amd-ryzen-5-7520u-16gb-ram-512gb-ssd-15.6-inch-fhd-display-abyss-blue-laptop,Lenovo,Lenovo IdeaPad Slim 3 15AMN8,IdeaPad,82XQ00DELK,AMD,Not Found,Ryzen 5 7520U,4,16GB,DDR5,No HDD,NVMe PCIe,AMD Radeon 610M Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Abyss Blue,1.62 kg,65W,2 Year,China
https://www.ryans.com/lenovo-ideapad-slim-3-14amn8-amd-ryzen-5-7520u-16gb-ram-512gb-ssd-14-inch-fhd-display-arctic-grey-laptop,Lenovo,Lenovo IdeaPad Slim 3 14AMN8,IdeaPad,82XN005ULK,AMD,Not Found,Ryzen 5 7520U,4,16GB,LPDDR5,No HDD,NVMe PCIe,AMD Radeon 610M Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Arctic Grey,1.37 kg,65W,2 Year,China
https://www.ryans.com/acer-swift-go-14-sfg14-41-r732-amd-ryzen-5-7530u-8gb-ram-512gb-ssd-14-inch-fhd-display-prodigy-pink-laptop,Acer,Acer Swift Go 14 SFG14-41-R732,Swift,NX.KG5SI.003,AMD,Not Found,Ryzen 5 7530U,6,8GB,DDR4,No HDD,NVMe PCIe,AMD Radeon Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,No,1,No,Yes,Win-11 Home,Not Found,1.25 kg,65W,2 Year,Taiwan
https://www.ryans.com/dell-latitude-15-3520-11th-gen-intel-core-i5-1135g7-500gb-ssd-15.6-inch-hd-display-black-laptop,Dell,Dell Latitude 15-3520,Latitude,Not Found,Intel,Not Found,Core i5 1135G7,4,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,HD LED,1366x768,No,No,1,Yes,No,Free-Dos,Black,1.79 kg,65W,3 Year,USA
https://www.ryans.com/acer-travelmate-p214-54-intel-core-i5-1235u-14-inch-fhd-ips-display-black-laptop,Acer,Acer TravelMate P214-54,TravelMate,NX.VV9SI.008,Intel,Not Found,Core i5 1235U,10,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,No,1,Yes,No,Free-Dos,Black,1.58Kg,45W,3 Year,Taiwan
https://www.ryans.com/lenovo-thinkbook-15-g2-itl-intel-core-i5-1135g7-15.6-inch-fhd-display-mineral-grey-laptop,Lenovo,Lenovo ThinkBook 15 G2 ITL,ThinkBook,20VE015VIN,Intel,Not Found,Core i5 1135G7,4,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD,1920x1080,No,No,1,Yes,Yes,Free-Dos,Mineral Gray,1.7 kg,65W,3 Year,China
https://www.ryans.com/acer-extensa-14-ex214-53-543w-12th-gen-intel-core-i5-1240p-14-inch-fhd-display-pure-silver-laptop,Acer,Acer Extensa 14 EX214-53-543W,Extensa,NX.EGWSI.003,Intel,Not Found,Core i5 1240P,12,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,No,1,Yes,Yes,Free-Dos,Pure Silver,1.5 kg,Not Found,3 Year,Taiwan
https://www.ryans.com/dell-inspiron-16-5625-amd-ryzen-5-5625u-8gb-ram-512gb-ssd-16-inch-fhd--display-platinum-silver-laptop,Dell,Dell Inspiron 16 5625,Inspiron,ODINN516AMD2301102,AMD,Not Found,Ryzen 5 5625U,6,8GB,DDR4,No HDD,NVMe PCIe,AMD Radeon Graphics,Integrated,Shared,16,FHD+ LED Display,1920x1200,No,No,1,Unmentioned,No,Win-11 Home,Platinum Silver,1.97 kg,Not Found,2 Year,USA
https://www.ryans.com/hp-15-fd0204tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-silver-laptop,HP,HP 15-fd0204TU,15,973Q9PA,Intel,Not Found,Core i5 1335U,10,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Silver,1.59 kg,45W,2 Year,USA
https://www.ryans.com/hp-15-fd0205tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-moonlight-blue-laptop,HP,HP 15-fd0205TU,15,973R0PA,Intel,Not Found,Core i5 1335U,10,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Moonlight Blue,1.59 kg,45W,2 Year,USA
https://www.ryans.com/hp-14-ep0161tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-14-inch-fhd-display-silver-laptop,Hp,HP 14-ep0161TU,14,973P4PA,Intel,Not Found,Core i5 1335U,10,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Silver,1.4 kg,45W,2 Year,USA
https://www.ryans.com/lenovo-ideapad-slim-3i-15irh8-intel-core-i5-13420h-8gb-ram-512gb-ssd-15.6-inch-fhd-display-arctic-grey-laptop,Lenovo,Lenovo IdeaPad Slim 3i 15IRH8,IdeaPad,83EM000MLK,Intel,Not Found,Core i5 13420H,8,8GB,DDR5,No HDD,NVMe PCIe,Intel UHD Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Free-Dos,Arctic Grey,1.62 kg,65W,2 Year,China
https://www.ryans.com/lenovo-ideapad-slim-3i-14irh8-intel-core-i5-13420h-8gb-ram-512gb-ssd-14-inch-fhd-display-arctic-grey-laptop,Lenovo,Lenovo IdeaPad Slim 3i 14IRH8,IdeaPad,83EL0014LK,Intel,Not Found,Core i5 13420H,8,8GB,DDR5,No HDD,NVMe PCIe,Intel UHD Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Arctic Grey,1.37 kg,65W,2 Year,China
https://www.ryans.com/asus-expertbook-b1-b1400ceae-intel-core-i5-1135g7-14-inch-fhd-display-star-black-laptop,Asus,Asus ExpertBook B1 B1400CEAE,ExpertBook,EB5114/EB5114N,Intel,Not Found,Core i5 1135G7,4,4GB,DDR4,5400 RPM,No SSD,Intel Iris Xe Graphics,Integrated,Shared,14,FHD,1920x1080,No,No,1,Yes,Yes,Free-Dos,Star Black,1.45kg,65W,3 Year,Taiwan
https://www.ryans.com/msi-modern-15-b12mo-intel-core-i5-1235u-16gb-dram-512gb-ssd-15.6-inch-fhd-ips-display-classic-black-laptop,MSI,MSI Modern 15 B12MO,Modern,B12MO-687BD-BB51235U16GXXDX11EMH,Intel,Not Found,Core i5 1235U,10,16GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Classic Black,1.70 kg,65W,2 Year,Taiwan
https://www.ryans.com/dell-vostro-15-3510-11th-gen-intel-core-i5-1135g7-15.6-inch-fhd-display-black-laptop,Dell,Dell Vostro 15 3510,Vostro,Not Found,Intel,Not Found,Core i5 1135G7,4,8GB,DDR4,No HDD,NVMe PCIe,Nvidia MX330 Graphics,Dedicated,2GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,Yes,Free-Dos,Black,1.69kg,65W,3 Year,USA
https://www.ryans.com/hp-15-fd0208tu-intel-core-i5-1335u-8gb-ram--512gb-ssd-15.6-inch-fhd-display-silver-laptop,HP,HP 15-fd0208TU,15,Not Found,Intel,Not Found,Core i5 1335U,10,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Silver,1.59 kg,45W,2 Year,USA
https://www.ryans.com/hp-15-fd0210tu-13th-gen-intel-core-i5-1335u-8gb-ram--512gb-ssd-15.6-inch-fhd-display-diamond-white-laptop,HP,HP 15-fd0210TU,15,973R5PA,Intel,Not Found,Core i5 1335U,10,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Diamond White,1.59 kg,45W,2 Year,USA
https://www.ryans.com/hp-14-ep0163tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-14-inch-fhd-display-silver-laptop,HP,HP 14-ep0163TU,14,973P6PA,Intel,Not Found,Core i5 1335U,10,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Silver,1.4 kg,45W,2 Year,USA
https://www.ryans.com/hp-15-fd0209tu-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-display-moonlight-blue-laptop,Hp,HP 15-fd0209TU,15,973R4PA,Intel,Not Found,Core i5 1335U,10,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Moonlight Blue,1.59 kg,45W,2 Year,USA
https://www.ryans.com/msi-modern-15-b13m-13th-gen-intel-core-i5-1335u-15.6-inch-fhd-ips-60hz-display-classic-black-laptop,MSI,MSI Modern 15 B13M,Modern,B13M-478BD-CB51335U16GXXDX11EMH / B13M-811BD-CB51335U16GXXDX11EMH,Intel,Not Found,Core i5 1335U,10,16GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Classic Black,1.7 kg,65W,2 Year,Taiwan
https://www.ryans.com/msi-modern-14-c13m-13th-gen-intel-core-i5-1335u-14-inch-fhd-ips-display-classic-black-laptop,MSI,MSI Modern 14 C13M,Modern,C13M-650BD-CB51335U16GXXDX11EMH / C13M-1009BD-CB51335U16GXXDX11EMH,Intel,Not Found,Core i5 1335U,10,16GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Classic Black,1.4 kg,65W,2 Year,Taiwan
https://www.ryans.com/asus-vivobook-14-m1405ya-amd-ryzen-7-7730u-8gb-ram-512gb-ssd-14-inch-wuxga-display-cool-silver-laptop,Asus,Asus VivoBook 14 M1405YA,VivoBook,M1405YA-LY106W,AMD,Not Found,Ryzen 7 7730U,8,8GB,DDR4,No HDD,NVMe PCIe,AMD Radeon Graphics,Integrated,Shared,14,WUXGA Display,1920x1200,No,No,1,No,No,Win-11 Home,Cool Silver,1.60 Kg,45W,2 Year,Taiwan
https://www.ryans.com/lenovo-ideapad-slim-3i-14itl6-intel-core-i7-1165g7-14-inch-fhd-antiglare-led-display-abyss-blue-laptop,Lenovo,Lenovo IdeaPad Slim 3i 14ITL6,IdeaPad,82H701E1IN,Intel,Not Found,Core i7 1165G7,4,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD Antiglare LED,1920x1080,No,No,1,No,Yes,Win-11 Home,Abyss Blue,1.41 kg,65W,2 Year,China
https://www.ryans.com/asus-zenbook-14-um425ua-amd-ryzen-5-5500u-14-inch-fhd-wv-display-pine-grey-laptop,Asus,Asus ZenBook 14 UM425UA,ZenBook,KI326W/KI304W-UM425UA,AMD,Not Found,Ryzen 5 5500U,6,8GB,LPDDR4x,No HDD,NVMe PCIe,AMD Radeon Graphics,Integrated,Shared,14,FHD,1920x1080,No,No,1,No,No,Win-11 Home,Pine Grey,1.22 kg,65W AC Adapter,2 Year,Taiwan
https://www.ryans.com/asus-vivobook-15-m1505ya-amd-ryzen-5-7530u-15.6-inch-fhd-oled-display-indie-black-laptop,Asus,Asus VivoBook 15 M1505YA,VivoBook,M1505YA-L1097W,AMD,Not Found,Ryzen 5 7530U,6,8GB,DDR4,No HDD,NVMe PCIe,AMD Radeon Graphics,Integrated,Shared,15.6,FHD OLED Display,1920x1080,No,No,No,No,No,Win-11 Home,Indie Black,1.70 kg,45W,2 Year,Taiwan
https://www.ryans.com/acer-aspire-7-a715-76g-intel-core-i5-12450h-15.6-inch-fhd-display-charcoal-black-gaming-laptop,Acer,Acer Aspire 7 A715-76G,Aspire,NH.QMESI.003,Intel,Not Found,Core i5 12450H,8,8GB,DDR4,No HDD,NVMe PCIe,Nvidia GTX 1650 Graphics,Dedicated,4GB,15.6,FHD LED Display,1920x1080,No,No,Not Found,Unmentioned,Yes,Win-11 Home,Charcoal Black,2.1 kg,Not Found,2 Year,Taiwan
https://www.ryans.com/asus-vivobook-15x-k3504za-intel-core-i5-1235u-16gb-ram--512gb-ssd-15.6-inch-fhd-wv-display-cool-silver-laptop,Asus,Asus VivoBook 15X K3504ZA,VivoBook,K3504ZA-BQ074W,Intel,Not Found,Core i5 1235U,10,16GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,15.6,FHD LED Display,1920x1080,No,No,1,No,No,Win-11 Home,Cool Silver,1.60 kg,65W,2 Year,Taiwan
https://www.ryans.com/hp-probook-440-g9-12th-gen-intel-core-i5-1235u-14-inch-fhd-display-silver-laptop-6k538pa,Hp,HP ProBook 440 G9,ProBook,6K538PA-3Y,Intel,Not Found,Core i5 1235U,10,8GB,DDR4,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD LED Display,1920x1080,No,No,1,Yes,Yes,Free-Dos,Silver,1.38 kg,65W,3 Year,USA
https://www.ryans.com/dell-inspiron-15-3525-amd-ryzen-7-5825u-15.6-inch-fhd-display-platinum-silver-laptop,Dell,Dell Inspiron 15 3525,Inspiron,WARMLKN315AMD2301106,AMD,Not Found,Ryzen 7 5825U,8,8GB,DDR4,No HDD,M.2 NVMe PCIe,AMD Radeon Graphics,Integrated,Shared,15.6,FHD,1920x1080,No,No,1,No,No,Win-11 Home,Platinum Silver,1.68 kg,65W,2 Year,USA
https://www.ryans.com/acer-aspire-5-a515-58gm-intel-core-i5-1335u-8gb-ram-512gb-ssd-15.6-inch-fhd-ips-display-steel-gray-gaming-laptop,Acer,Acer Aspire 5 A515-58GM,Aspire,NX.KGYSI.001,Intel,Not Found,Core i5 1335U,10,8GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 2050 Graphics,Dedicated,4GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Steel Gray,1.8 kg,90W,2 Year,Taiwan
https://www.ryans.com/asus-vivobook-s15-s513eq-hearty-gold-laptop,Asus,Asus VivoBook S15 S513EQ,VivoBook,L1661W-S513EQ,Intel,Not Found,Core i5 1135G7,4,8GB,DDR4,No HDD,M.2 NVMe PCIe,Nvidia MX350 Graphics,Dedicated,2GB,15.6,FHD OLED Display,1920x1080,No,No,1,No,Yes,Win-11 Home,Hearty Gold,1.80 kg,65W,2 Year,Taiwan
https://www.ryans.com/msi-gf63-thin-12ucx-12th-gen-intel-core-i5-12450h-15.6-inch-fhd-ips-display-black-gaming-laptop,MSI,MSI GF63 Thin 12UCX,Thin,12UCX-217BD-BB51245H8GXXDX11EM,Intel,Not Found,Core i5 12450H,8,8GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 2050 Graphics,Dedicated,4GB,15.6,FHD IPS LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Black,1.86 kg,Not Found,2 Year,Taiwan
https://www.ryans.com/asus-vivobook-15-k513eq-intel-core-i5-1135g7-15.6-inch-hearty-gold-laptop,Asus,Asus VivoBook 15 K513EQ,VivoBook,L1434T-K513EQ,Intel,Not Found,Core i5 1135G7,4,8GB,DDR4,No HDD,NVMe PCIe,Nvidia MX350 Graphics,Dedicated,2GB,15.6,FHD OLED Display,1920x1080,No,No,1,No,Yes,Win-10 Home,Hearty Gold,1.80 kg,65W,2 Year,Taiwan
