Link,Brand,Model,Laptop Series,Part No,Processor Brand,Processor Type,Processor Model,Processor Core,RAM,RAM Type,HDD RPM,Installed SSD Type,Graphics Chipset,Graphics Memory Accessibility,Graphics Memory,Display Size (Inch),Display Type,Display Resolution,Touch Screen,Optical Drive,HDMI Port,LAN,Finger Print Sensor,Operating System,Color,Weight (Kg),Power Adapter,Warranty,Country Of Origin
https://www.ryans.com/dell-g15-5530-intel-core-i5-13450hx-16gb-ram-512gb-ssd-15.6-inch-fhd-display-platinum-silver-gaming-laptop,Dell,Dell G15 5530,G Series,GN55309K5K0001OGDDD,Intel,Not Found,Core i5 13450HX,10,16GB,DDR5,No HDD,NVMe PCle,Nvidia RTX 3050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Platinum Silver,2.81 kg,240W,2 Year,USA
https://www.ryans.com/asus-tuf-dash-f15-fx517ze-intel-core-i5-12450h-15.6-inch-fhd-led-wv-display-off-black-gaming-laptop,Asus,Asus TUF Dash F15 FX517ZE,TUF,FX517ZE-HF143W,Intel,Not Found,Core i5 12450H,8,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 3050 Ti Graphics,Dedicated,4GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,OFF-Black,2Kg,180W,2 Year,Taiwan
https://www.ryans.com/lenovo-loq-15aph8-amd-ryzen-7-7840hs-16gb-ram-512gb-ssd-15.6-inch-fhd-display-storm-grey-gaming-laptop,Lenovo,Lenovo LOQ 15APH8,LOQ,82XT00C0LK,AMD,Not Found,Ryzen 7 7840HS,8,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Storm Grey,2.4 kg,170W,2 Year,China
https://www.ryans.com/lenovo-ideapad-pro-5i-16irh8-intel-core-i5-13500h-16gb-ram-512gb-ssd-16-inch-2.5k-qhd-wqxga-display-arctic-grey-laptop,Lenovo,Lenovo IdeaPad Pro 5i 16IRH8,IdeaPad,83AQ005XLK,Intel,Not Found,Core i5 13500H,12,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 3050 Graphics,Dedicated,6GB,16,2.5K QHD WQXGA Display,2560x1600,No,No,1,No,No,Win-11 Home,Arctic Grey,1.95 Kg,170W,2 Year,China
https://www.ryans.com/asus-vivobook-16x-oled-k3605vc-intel-core-i5-13500h-16gb-ram-512gb-ssd-16-inch-oled-display-indie-black-laptop,Asus,Asus VivoBook 16X OLED K3605VC,VivoBook,K3605VC-MX237W,Intel,Not Found,Core i5 13500H,12,16GB,LPDDR4,No HDD,NVMe PCIe,Nvidia RTX 3050 Graphics,Dedicated,4GB,16,3.2K OLED Display,3200x2000,No,No,1,No,Yes,Win-11 Home,Indie Black,1.80 kg,120W,2 Year,Taiwan
https://www.ryans.com/asus-zenbook-14-oled-ux3405ma-intel-core-ultra-7-155h-32gb-ram-1tb-ssd-14-inch-fhd-plus-oled-display-ponder-blue-laptop,Asus,Asus ZenBook 14 OLED UX3405MA,ZenBook,UX3405MA-QD424,Intel,Not Found,Core Ultra 7 155H,16,32GB,LPDDR5x,No HDD,NVMe PCIe,Intel Arc Graphics,Integrated,Shared,14,FHD+ OLED Display,1920x1200,No,No,1,No,No,Free-Dos,Ponder Blue,1.22 kg,65W,2 Year,Taiwan
https://www.ryans.com/apple-15-inch-macbook-air-2023-m2-256gb-midnight,Apple,Apple MacBook Air (2023),MacBook Air,"MQKW3LL/A, MQKW3ZP/A",Apple,Not Found,Apple M2 Chip,8,8GB,Unmentioned,No HDD,NVMe PCIe,Apple 10-core GPU,Integrated,Shared,15.3,Liquid Retina,2880x1864,No,No,No,No,Yes,macOS,Midnight,1.5 kg,35W,1 Year,USA
https://www.ryans.com/hp-spectre-x360-convertible-14-ef2027tu-intel-core-i7-1355u-13.5-inch-wuxga-plus-touch-display-silver-laptop,HP,HP Spectre X360 Convertible 14-ef2027TU,Spectre,7Y3G9PA,Intel,Not Found,Core i7 1355U,10,16GB,LPDDR4x,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,13.5,WUXGA+ LED Display,1920x1280,Yes,No,No,No,Yes,Win-11 Home,Silver,1.36 kg,65W,2 Year,USA
https://www.ryans.com/lenovo-yoga-slim-6i-14irh8-intel-core-i7-13700h-14-inch-fhd--wuxga-oled-display-storm-grey-laptop,Lenovo,Lenovo Yoga Slim 6i 14IRH8,Yoga,83E0001FLK,Intel,Not Found,Core i7 13700H,14,16GB,DDR5,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD+ WUXGA Display,1920x1200,No,No,1,No,No,Win-11 Home,Storm Grey,1.35 kg,65W,2 Year,China
https://www.ryans.com/lenovo-yoga-7i-14irl8-intel-core-i7-1360p-16gb-ram-512gb-ssd-14-inch-fhd-plus-wuxga-oled-touch-display-storm-grey-laptop,Lenovo,Lenovo Yoga 7i 14IRL8,Yoga,82YL009HLK,Intel,Not Found,Core i7 1360P,12,16GB,LPDDR5,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14,FHD+ WUXGA Display,1920x1200,Yes,No,1,No,No,Win-11 Home,Storm Grey,1.49 kg,65W,2 Year,China
https://www.ryans.com/acer-predator-helios-neo-16-phn16-71-757p-intel-core-i7-13700hx-16-inch-fhd-plus-wuxga-display-obsidian-black-gaming-laptop,Acer,Acer Predator Helios Neo 16 PHN16-71-757P,Predator,NH.QLTSI.006,Intel,Not Found,Core i7 13700HX,16,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,16,Not Found,1920x1200,No,No,1,Yes,No,Win-11 Home,Obsidian Black,2.6 kg,230W,2 Year,Taiwan
https://www.ryans.com/hp-victus-gaming-15-fa1252tx-intel-core-i7-13700h-16gb-ram-1tb-ssd-15.6-inch-fhd-display-performance-blue-gaming-laptop,Hp,HP Victus Gaming 15-fa1252TX,Victus,9T2H6PA,Intel,Not Found,Core i7 13700H,14,16GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Performance Blue,2.29 kg,200W,2 Year,USA
https://www.ryans.com/asus-tuf-gaming-a15-fa507nv-amd-ryzen-5-7535hs-16gb-ram-512gb-ssd-15.6-inch-fhd-display-jaeger-gray-tuf-gaming-laptop,Asus,Asus TUF Gaming A15 FA507NV,TUF,FA507NV-LP113W,AMD,Not Found,Ryzen 5 7535HS,6,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Jaeger Gray,2.20 Kg,240W,2 Year,Taiwan
https://www.ryans.com/asus-tuf-gaming-f15-fx507vu-intel-core-i7-13620h-8gb-ram-512gb-ssd-15.6-inch-fhd-144hz-display-jaeger-gray-gaming-laptop,Asus,Asus TUF Gaming F15 FX507VU,TUF,FX507VU-LP198W,Intel,Not Found,Core i7 13620H,10,8GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Jaeger Gray,2.20 Kg,240W,2 Year,Taiwan
https://www.ryans.com/asus-vivobook-pro-16x-m7600qe-amd-ryzen-7-5800h-16-inch-4k-wquxga-oled-display-0-degree-black-laptop,Asus,Asus VivoBook Pro 16X M7600QE,VivoBook,L2061T-M7600QE,AMD,Not Found,Ryzen 7 5800H,8,16GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 3050 Ti Graphics,Dedicated,4GB,16,4K WQUXGA OLED,3840x2400,No,No,1,No,Yes,Win-10 Home,0 Degree Black,1.95 kg,120W,2 Year,Taiwan
https://www.ryans.com/msi-cyborg-15-ai-a1vek-intel-core-ultra-7-155h16gb-ram-512gb-ssd-15.6-inch-fhd-display-translucent-black-gaming-laptop,MSI,MSI Cyborg 15 AI A1VEK,Cyborg,A1VEK-041BD-TBU7155H16GXXDX11EMH,Intel,Not Found,Core Ultra 7 155H,16,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Translucent Black,1.98 kg,120W,2 Year,Taiwan
https://www.ryans.com/lenovo-yoga-pro-7i-14irh8-intel-core-i7-13700h-14.5-inch-2.5k-qhd-wqxga-ips-display-tidal-teal-laptop,Lenovo,Lenovo Yoga Pro 7i 14IRH8,Yoga,82Y700A4LK,Intel,Not Found,Core i7 13700H,14,16GB,DDR5,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14.5,2.5K QHD WQXGA Display,2560x1600,No,No,1,No,No,Win-11 Home,Tidal Teal,1.49 kg,100W,2 Year,China
https://www.ryans.com/lenovo-legion-slim-5i-16irh8-intel-core-i5-13500h-16gb-ram-512gb-ssd-16-inch-2.5k-qhd-wqxga-display-storm-grey-gaming-laptop,Lenovo,Lenovo Legion Slim 5i 16IRH8,Legion,82YA00F0LK,Intel,Not Found,Core i5 13500H,12,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,16,2.5K QHD WQXGA Display,2560x1600,No,No,1,Yes,No,Win-11 Home,Storm Grey,2.4 kg,170W,2 Year,China
https://www.ryans.com/gigabyte-aero-14-oled-bmf-intel-core-i7-13700h-14-inch-2.8k-qhd-plus-oled-display-twilight-silver-gaming-laptop,Gigabyte,Gigabyte AERO 14 OLED BMF,AERO,Not Found,Intel,Not Found,Core i7 13700H,14,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4050 Graphics,Dedicated,6GB,14,2.8K OLED QHD+ Display,2880x1800,No,No,1,No,No,Win-11 Home,Twilight Silver,1.49 kg,130W,2 Year,Taiwan
https://www.ryans.com/lenovo-legion-5i-15iah7h-intel-core-i7-12700h-15.6-inch-fhd-ips-anti-glare-display-storm-grey-gaming-laptop,Lenovo,Lenovo Legion 5i 15IAH7H,Legion,82RB00S5IN,Intel,Not Found,Core i7 12700H,14,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 3060 Graphics,Dedicated,6GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Storm Grey,Not Found,300W,2 Year,China
https://www.ryans.com/lenovo-yoga-pro-7-14arp8-amd-ryzen-7-7735hs-16gb-ram-512gb-ssd-14.5-inch-3k-display-tidal-teal-laptop,Lenovo,Lenovo Yoga Pro 7 14ARP8,Yoga,83AU0041LK,AMD,Not Found,Ryzen 7 7735HS,8,16GB,LPDDR5,No HDD,NVMe PCIe,Nvidia RTX 3050 Graphics,Dedicated,6GB,14.5,3K Display,3072x1920,No,No,1,No,No,Win-11 Home,Tidal Teal,1.49 kg,140W,2 Year,China
https://www.ryans.com/asus-rog-zephyrus-g15-ga503rm-amd-ryzen-7-6800hs-eclipse-gray-gaming-laptop,Asus,Asus ROG Zephyrus G15 GA503RM,ROG,LN058W-GA503RM,AMD,Not Found,Ryzen 7 6800HS,8,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 3060 Graphics,Dedicated,6GB,15.6,2K WQHD LED,2560x1440,No,No,1,Yes,No,Win-11 Home,Eclipse Gray,1.90Kg,240W,2 Year,Taiwan
https://www.ryans.com/asus-zenbook-duo-ux482eg-14-inch-celestial-blue-laptop,Asus,Asus ZenBook Duo UX482EG,ZenBook,HY428W-UX482EG,Intel,Not Found,Core i7 1165G7,4,16GB,LPDDR4x,No HDD,NVMe PCIe,Nvidia MX450 Graphics,Dedicated,2GB,14,FHD,1920x1080,Yes,No,1,No,No,Win-11 Home,Celestial Blue,1.62 Kg,65W AC Adapter,2 Year,Taiwan
https://www.ryans.com/lenovo-legion-slim-7i-16iah7-intel-core-i7-12700h-16-inch-2.5k-qhd-wqxga-display-onyx-grey-gaming-laptop,Lenovo,Lenovo Legion Slim 7i 16IAH7,Legion,82TF009XIN,Intel,Not Found,Core i7 12700H,14,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 3060 Graphics,Dedicated,6GB,16,2.5K QHD WQXGA Display,2560x1600,No,No,1,No,Yes,Win-11 Home,Onyx Grey,2.23 kg,230W,2 Year,China
https://www.ryans.com/asus-zenbook-s-13-oled-ux5304va-intel-core-i7-1355u-13.3-inch-2.8k-oled-wqhd-display-ponder-blue-laptop,Asus,Asus ZenBook S 13 OLED UX5304VA,ZenBook,UX5304VA-NQ142WS,Intel,Not Found,Core i7 1355U,10,16GB,LPDDR5,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,13.3,2.8K OLED WQHD,2880x1800,No,No,1,No,No,Win-11 Home,Ponder Blue,1.00 kg,65W,2 Year,Taiwan
https://www.ryans.com/gigabyte-aero-16-oled-bkf-intel-core-i7-13700h-16-inch-4k-uhd-plus-oled-display-twilight-silver-gaming-laptop,Gigabyte,Gigabyte AERO 16 OLED BKF,AERO,Not Found,Intel,Not Found,Core i7 13700H,14,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,16,4K UHD+ OLED Display,3840x2400,No,No,1,No,No,Win-11 Home,Twilight Silver,1.9 kg,240W,2 Year,Taiwan
https://www.ryans.com/acer-predator-helios-16-ph16-71-70l4-intel-core-i7-13700hx-16-inch-2.5k-qhd-plus-wqxga-ips-display-abyssal-black-gaming-laptop,Acer,Acer Predator Helios 16 PH16-71-70L4,Predator,NH.QJQSI.005,Intel,Not Found,Core i7 13700HX,16,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,16,2.5K QHD+ WQXGA Display,2560x1600,No,No,1,Yes,No,Win-11 Home,Abyssal Black,2.7 kg,330W,2 Year,Taiwan
https://www.ryans.com/lenovo-legion-5i-pro-16iah7h-intel-core-i7-12700h-16gb-ram-1tb-ssd-16-inch-2.5k-qhd-wqxga-display-storm-grey-gaming-laptop,Lenovo,Lenovo Legion 5i Pro 16IAH7H,Legion,82RF00TGIN,Intel,Not Found,Core i7 12700H,14,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 3060 Graphics,Dedicated,6GB,16,2.5K QHD WQXGA Display,2560x1600,No,No,1,Yes,No,Win-11 Home,Storm Grey,2.49 kg,300W,2 Year,China
https://www.ryans.com/asus-tuf-gaming-f15-fx507vv-intel-core-i7-13620h-16gb-ram-512gb-ssd-15.6-inch-fhd-display-jaeger-gray-gaming-laptop,Asus,Asus TUF Gaming F15 FX507VV,TUF,FX507VV-LP151W,Intel,Not Found,Core i7 13620H,10,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,15.6,FHD LED Display,1920x1080,No,No,1,Yes,No,Win-11 Home,Jaeger Gray,2.2,240W,2 Year,Taiwan
https://www.ryans.com/asus-tuf-gaming-a15-fa507xv-amd-ryzen-9-7940hs-15.6-inch-2k-wqhd-display-jaeger-gray-gaming-laptop,Asus,Asus TUF Gaming A15 FA507XV,TUF,FA507XV-HQ042W,AMD,Not Found,AMD Ryzen 9 7940HS,8,8GB,DDR5,No-HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,15.6,2K WQHD IPS Display,2560x1440,No,No,1,Yes,No,Win-11 Home,Jaeger Gray,2.20 Kg,240W,2 Year,Taiwan
https://www.ryans.com/lenovo-legion-slim-5-16aph8-amd-ryzen-7-7840hs-16gb-ram-512gb-ssd-16-inch-2.5k-qhd-wqxga-display-storm-grey-gaming-laptop,Lenovo,Lenovo Legion Slim 5 16APH8,Legion,82Y90041LK,AMD,Not Found,Ryzen 7 7840HS,8,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,16,2.5K QHD WQXGA Display,2560x1600,No,No,1,Yes,No,Win-11 Home,Storm Grey,2.4 kg,230W,2 Year,China
https://www.ryans.com/lenovo-legion-slim-7i-16irh8-intel-core-i7-13700h-16-inch-3.2k-display-storm-grey-gaming-laptop,Lenovo,Lenovo Legion Slim 7i 16IRH8,Legion,82Y30072LK,Intel,Not Found,Core i7 13700H,14,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,16,3.2K IPS Display,3200x2000,No,No,1,No,Yes,Win-11 Home,Storm Grey,2 kg,230W,2 Year,China
https://www.ryans.com/lenovo-legion-pro-5-16arx8-amd-ryzen-7-7745hx-16gb-ram-1tb-ssd-16-inch-2.5k-qhd-wqxga-display-onyx-grey-gaming-laptop,Lenovo,Lenovo Legion Pro 5 16ARX8,Legion,82WM00BFLK,AMD,Not Found,Ryzen 7 7745HX,8,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,16,2.5K QHD WQXGA Display,2560x1600,No,No,1,Yes,No,Win-11 Home,Onyx Grey,2.5 kg,300W,2 Year,China
https://www.ryans.com/gigabyte-aorus-16x-akg-intel-core-i7-14650hx-16gb-ram-1tb-ssd-16-inch-2.5k-qhd-wqxga-display-midnight-gray-gaming-laptop,Gigabyte,Gigabyte AORUS 16X AKG,AORUS,Not Found,Intel,Not Found,Core i7 14650HX,16,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,16,2.5K QHD WQXGA Display,2560x1600,No,No,1,Yes,No,Win-11 Home,Midnight Grey,2.30 kg,240W,2 Year,Taiwan
https://www.ryans.com/apple-macbook-pro-late-2023-apple-m3-8gb-ram-512gb-ssd-14.2-inch-liquid-retina-xdr-display-space-gray-laptop,Apple,Apple MacBook Pro (Late 2023),MacBook Pro,"MTL73LL/A, MTL73ZP/A",Apple,Not Found,Apple M3 Chip,8,8GB,Unmentioned,No HDD,NVMe PCIe,Apple 10-Core GPU,Integrated,Shared,14.2,Liquid Retina XDR Display,3024x1964,No,No,1,No,Yes,macOS,Space Gray,1.5 kg,70W,1 Year,USA
https://www.ryans.com/gigabyte-aorus-16x-asg-intel-core-i7-14650hx-16gb-ram-1tb-ssd-16-inch-2.5k-qhd-wqxga-display-midnight-gray-gaming-laptop,Gigabyte,Gigabyte AORUS 16X ASG,AORUS,Not Found,Intel,Not Found,Core i7 14650HX,16,16GB,DDR5,1TB,NVMe PCIe,Nvidia RTX 4070 Graphics,Dedicated,8GB,16,2.5K QHD WQXGA Display,2560x1600,No,No,1,Yes,No,Win-11 Home,Midnight Grey,2.30 kg,240W,2 Year,Taiwan
https://www.ryans.com/microsoft-surface-pro-9-wi-fi-intel-core-i7-1255u-13-inch-pixelsense-flow-multi-touch-display-laptop,Microsoft,Microsoft Surface Pro 9,Surface Pro,QIX-00018,Intel,Not Found,Core i7 1255U,10,16GB,LPDDR5,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,13,PixelSense Flow MultiTouch Display,2880x1920,Yes,No,No,No,No,Win-11 Home,Graphite,0.879kg,Not Found,1 Year,USA
https://www.ryans.com/microsoft-surface-pro-9-wi-fi-intel-core-i7-1265u-13-inch-pixelsense-flow-display-platinum-2-in-1-detachable-laptop,Microsoft,Microsoft Surface Pro 9 (Wi-Fi),Surface Pro,QIY-00001,Intel,Not Found,Core i7 1265U,10,16GB,LPDDR5,No HDD,Not Found,Intel Iris Xe Graphics,Integrated,Shared,13,PixelSense Flow MultiTouch Display,2880x1920,Yes,No,No,No,No,Win-11 Pro,Platinum,0.88 kg,Not Found,1 Year,USA
https://www.ryans.com/asus-rog-strix-g16-g614jvr-intel-core-i9-14900hx-16gb-ram-512gb-ssd-16-inch-qhd-wqxga-display-volt-green-gaming-laptop,Asus,Asus ROG Strix G16 G614JVR,ROG,G614JVR-N4152W,Intel,Not Found,Core i9 14900HX,24,16GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,16,QHD+ WQXGA LED Display,2560x1600,No,No,1,Yes,No,Win-11 Home,Volt Green,2.5,280W,2 Year,Taiwan
https://www.ryans.com/microsoft-surface-laptop-studio-2-intel-core-i7-13700h-14.4-inch-pixelsense-flow-multi-touch-display-platinum-surface-laptop,Microsoft,Microsoft Surface Laptop Studio 2,Surface Laptop,ZRF-00001,Intel,Not Found,Core i7 13700H,14,16GB,Unmentioned,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,14.4,PixelSense Flow MultiTouch Display,2400x1600,Yes,No,No,No,No,Win-11 Home,Platinum,1.8 kg,Not Found,1 Year,USA
https://www.ryans.com/asus-proart-studiobook-16-h5600qm-amd-ryzen-7-5800h-16-inch-wquxga-oled-display-star-black-laptop,Asus,Asus ProArt StudioBook 16 H5600QM,ProArt StudioBook,L2253W-H5600QM,AMD,Not Found,Ryzen 7 5800H,8,16GB,DDR4,No HDD,NVMe PCIe,Nvidia RTX 3060 Graphics,Dedicated,6GB,16,4K WQUXGA OLED,3840x2400,No,No,1,Yes,No,Win-11 Home,Star Black,2.40 Kg,240W AC Adapter,2 Year,Taiwan
https://www.ryans.com/asus-rog-zephyrus-g14-ga403uv-amd-ryzen-9-8945hs-32gb-ram-1tb-ssd-14-inch-3k-oled-wqhd-display-eclipse-gray-gaming-laptop,Asus,Asus ROG Zephyrus G14 GA403UV,ROG,GA403UV-QS084W,AMD,Not Found,Ryzen 9 8945HS,8,32GB,LPDDR5x,No HDD,NVMe PCIe,Nvidia RTX 4060 Graphics,Dedicated,8GB,14,3K OLED WQHD Display,2880x1800,No,No,1,No,No,Win-11 Home,Eclipse Gray,1.50 kg,180W,2 Year,Taiwan
https://www.ryans.com/apple-macbook-pro-late-2021-apple-m1-pro-10-core-chip-14.2-inch-liquid-retina-xdr-display-space-gray-laptop,Apple,Apple MacBook Pro (Late 2021),MacBook Pro,Z15H000PA / Z15G0018Q,Apple,Not Found,Apple M1 Pro,10,32GB,Unmentioned,No HDD,NVMe PCIe,Apple 16-core GPU,Integrated,Shared,14.2,Liquid Retina XDR Display,3024x1964,No,No,1,No,Yes,macOS,Space Gray,1.6 Kg,96W,1 Year,USA
https://www.ryans.com/asus-rog-zephyrus-g14-ga403ui-amd-ryzen-9-8945hs-32gb-ram-512gb-ssd-14-inch-3k-oled-wqhd-display-eclipse-gray-gaming-laptop,Asus,Asus ROG Zephyrus G14 GA403UI,ROG,GA403UI-QS095W,AMD,Not Found,Ryzen 9 8945HS,8,32GB,LPDDR5x,No HDD,NVMe PCIe,Nvidia RTX 4070 Graphics,Dedicated,8GB,14,3K OLED WQHD Display,2880x1800,No,No,1,No,No,Win-11 Home,Eclipse Gray,1.50 kg,180W,2 Year,Taiwan
https://www.ryans.com/lenovo-legion-7i-gaming-16iax7-intel-core-i9-12900hx-32gb-ram-1tb-ssd-16-inch-storm-grey-black-gaming-laptop,Lenovo,Lenovo Legion 7i Gaming 16IAX7,Legion,82TD009KIN,Intel,Not Found,Core i9 12900HX,16,32GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 3080 Ti Graphics,Dedicated,16GB,16,2.5K QHD WQXGA Display,2560x1600,No,No,1,Yes,Yes,Win-11 Home,Storm Grey-Black,2.53 kg,300W,2 Year,China
https://www.ryans.com/apple-macbook-pro-2023-apple-m2-pro-16.2-inch-liquid-retina-xdr-display-space-gray-laptop,Apple,Apple MacBook Pro (2023),MacBook Pro,MNW83LL/A,Apple,Not Found,Apple M2 Pro,12,16GB,Unmentioned,No HDD,NVMe PCIe,Apple 19-core GPU,Integrated,Shared,16.2,Liquid Retina XDR Display,3456x2234,No,No,1,No,Yes,macOS,Space Gray,2.15 kg,140W,1 Year,USA
https://www.ryans.com/lenovo-yoga-book-9i-13iru8-intel-core-i7-1355u-16gb-ram-1tb-ssd-dual-13.3-inch-2.8k-oled-wqhd-touch-display-tidal-teal-laptop,Lenovo,Lenovo Yoga Book 9i 13IRU8,Yoga,82YQ0049IN,Intel,Not Found,Core i7 1355U,10,16GB,LPDDR5x,No HDD,NVMe PCIe,Intel Iris Xe Graphics,Integrated,Shared,13.3,2.8K OLED WQHD,2880x1800,Yes,No,No,No,No,Win-11 Home,Tidal Teal,1.34 kg,65W,2 Year,China
https://www.ryans.com/microsoft-surface-laptop-studio-2-intel-core-i7-13700h-32gb-ram-1tb-ssd-14.4-inch-pixelsense-flow-multi-touch-display-platinum-surface-laptop,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content,Failed to fetch content
https://www.ryans.com/apple-macbook-pro-early-2023-apple-m2-max-16.2-inch-liquid-retina-xdr-space-gray-laptop,Apple,Apple Macbook Pro (Early 2023),Macbook Pro,Z174000EH,Apple,Not Found,Apple M2 Max,12,32GB,Unmentioned,No HDD,Not Found,Apple 38-Core GPU,Integrated,Shared,16.2,Liquid Retina XDR Display,3456x2234,No,No,1,No,Yes,macOS,Space Gray,2.16 kg,140W,1 Year,USA
https://www.ryans.com/asus-rog-strix-scar-18-g834jyr-intel-core-i9-14900hx-18-inch-2.5k-qhdplus-wqxga-display-off-black-gaming-laptop,Asus,Asus ROG Strix SCAR 18 G834JYR,ROG,G834JYR-R6115W,Intel,Not Found,Core i9 14900HX,24,64GB,DDR5,No HDD,NVMe PCIe,Nvidia RTX 4090 Graphics,Dedicated,16GB,18,2.5K QHD+ WQXGA Display,2560x1600,No,No,1,Yes,No,Win-11 Home,OFF-Black,3.10 Kg,330W,2 Year,Taiwan